nombre,categoria,marca,codigo_barras,precio_venta,precio_costo,stock,stock_minimo
Nano lomas reef 18l,Lomas,Lomas,7501556479577,1700.0,1245.0,-2.0,0.0
Nano Lomas 14L,Lomas,Lomas,7501556479546,1200.0,935.0,-4.0,0.0
Nano lomas Cubo 9L,Lomas,Lomas,,1100.0,763.0,-2.0,0.0
Nano lomas Cubo 2.5 18L,Lomas,Lomas,,1400.0,1065.0,-2.0,0.0
Nano Cascada 15L,Lomas,Lomas,7501556479614,1350.0,1008.0,0.0,0.0
Nano lomas Bullet 12L,Lomas,Lomas,7501556479560,1400.0,1065.0,-3.0,0.0
Filtro UV lomas 36w,Lomas,Lomas,7501556476897,1850.0,1360.0,-11.0,0.0
Filtro UV Lomas 18w,Lomas,Lomas,7501556476880,1350.0,1000.0,-2.0,0.0
Aquajet slim 60,Lomas,Lomas,7501556488821,320.0,255.0,0.0,0.0
Aquajet slim 40,Lomas,Lomas,7501556488814,225.0,180.0,1.0,0.0
Aquajet 300,Lomas,Lomas,7501556491036,2100.0,1680.0,1.0,0.0
AquaClear 50,Lomas,Lomas,015561106108,930.0,744.0,0.0,0.0
AquaClear 20,Lomas,Lomas,015561105958,690.0,551.0,-1.0,0.0
AquaClear 70,Lomas,Lomas,015561106153,1330.0,1063.0,-1.0,0.0
Aquaclear 30,Lomas,Lomas,,800.0,640.0,1.0,0.0
Increase Reef 500ml,Lab Reef,Lab Reef,,850.0,500.0,1.0,0.0
Bacter Reef Nitrate 500ml,Lab Reef,Lab Reef,,700.0,400.0,1.0,0.0
Bacter Reef Nitrate 250ml,Lab Reef,Lab Reef,,360.0,200.0,1.0,0.0
Bacter Reef Nitrate 1l,Lab Reef,Lab Reef,,1150.0,700.0,2.0,0.0
Bacter Reef Mix 500ml,Lab Reef,Lab Reef,,700.0,400.0,5.0,0.0
Bacter Reef Mix 250ml,Lab Reef,Lab Reef,,360.0,200.0,4.0,0.0
Bacter Reef Mix 1l,Lab Reef,Lab Reef,,1100.0,650.0,2.0,0.0
Bacter Reef Food 500ml,Lab Reef,Lab Reef,,700.0,400.0,1.0,0.0
Bacter Reef Food 250ml,Lab Reef,Lab Reef,,360.0,200.0,-4.0,0.0
Bacter Reef Food 1l,Lab Reef,Lab Reef,,1150.0,700.0,-1.0,0.0
Bacter amazonia 250 ml,Lab Reef,Lab Reef,,360.0,200.0,-1.0,0.0
Amino Reef 120ml,Lab Reef,Lab Reef,,420.0,300.0,2.0,0.0
K Dosing Pump F4 pro,Kamoer,Kamoer,6970719750968,10000.0,8000.0,0.0,0.0
k Dosificador de calcio FX-STP2,Kamoer,Kamoer,,3800.0,3000.0,0.0,0.0
Ventilador 4w ACF-300,Jecod,Jecod,,1200.0,680.0,-3.0,2.0
Ventilador 3W ACF-200,Jecod,Jecod,,1050.0,600.0,-3.0,2.0
Generador de Olas AOW9,Jecod,Jecod,,1900.0,1250.0,2.0,2.0
Generador de Olas AOW5,Jecod,Jecod,,1350.0,960.0,0.0,2.0
Generador de Olas AOW3,Jecod,Jecod,,1200.0,850.0,0.0,2.0
Generador de Olas AOW16,Jecod,Jecod,,2200.0,1550.0,-1.0,2.0
Generador de Olas ALW5,Jecod,Jecod,,1200.0,865.0,0.0,2.0
Generador de Olas ALW20,Jecod,Jecod,,2000.0,1534.0,0.0,1.0
Generador de Olas ALW10,Jecod,Jecod,,1600.0,1180.0,-1.0,2.0
Bomba de Subida ADP-8500,Jecod,Jecod,,3000.0,2000.0,0.0,1.0
Bomba de Subida ADP-6500,Jecod,Jecod,,2800.0,2030.0,0.0,2.0
Bomba de Subida ADP-5000,Jecod,Jecod,,2500.0,1975.0,0.0,1.0
Bomba de Subida ADP-3500,Jecod,Jecod,,1850.0,1450.0,0.0,1.0
Bomba de Subida ADP-2000,Jecod,Jecod,,1500.0,1103.0,0.0,1.0
Bomba de Subida ADP-10000,Jecod,Jecod,,3200.0,2666.0,0.0,1.0
Wave Making,Jebao,Jebao,,200.0,100.0,3.0,0.0
Autorrellenador JebaTO 150,Jebao,Jebao,,1400.0,780.0,-2.0,0.0
Generador de olas SOW8,Jebao,Jebao,,1800.0,1570.0,7.0,0.0
Generador de olas SOW3N,Jebao,Jebao,,1300.0,700.0,0.0,0.0
Generador de olas SOW20,Jebao,Jebao,,2600.0,1940.0,1.0,0.0
Generador de olas SOW15,Jebao,Jebao,,2150.0,1510.0,1.0,0.0
Generador de Olas SOW-9M,Jebao,Jebao,,2050.0,1376.0,0.0,0.0
Generador de Olas SOW-5M,Jebao,Jebao,,1700.0,1153.0,0.0,0.0
Generador de Olas SOW-16M,Jebao,Jebao,,2500.0,1630.0,0.0,0.0
Generador de olas MLW5 Smart,Jebao,Jebao,,1650.0,1151.0,3.0,0.0
Generador de olas MLW30 Smart,Jebao,Jebao,,2600.0,1900.0,1.0,0.0
Generador de olas MLW20 Smart,Jebao,Jebao,,2300.0,1653.0,1.0,0.0
Generador de olas MLW10 Smart,Jebao,Jebao,,1508.0,1385.0,-1.0,0.0
Generador de olas MCP90,Jebao,Jebao,,2700.0,1630.0,0.0,0.0
Generador de olas MCP180,Jebao,Jebao,,4000.0,2710.0,0.0,0.0
Generador de olas MCP120,Jebao,Jebao,,3000.0,1860.0,0.0,0.0
Generador de olas SLW30,Jebao,Jebao,,2650.0,1575.0,0.0,0.0
Generador de olas SDW5,Jebao,Jebao,,1850.0,1235.0,0.0,0.0
Generador de Olas SCP90M,Jebao,Jebao,,2600.0,1887.0,0.0,0.0
Generador de Olas SCP70M,Jebao,Jebao,,2200.0,1532.0,0.0,0.0
Generador de Olas SCP180M,Jebao,Jebao,,4000.0,2800.0,0.0,0.0
Generador de Olas SCP150M,Jebao,Jebao,,3500.0,2400.0,0.0,0.0
Generador de Olas SCP 120M,Jebao,Jebao,,2900.0,2065.0,0.0,0.0
Generador de olas SCP 150,Jebao,Jebao,,2900.0,1850.0,0.0,0.0
Generador de olas MOW9,Jebao,Jebao,,2200.0,1650.0,1.0,0.0
Generador de olas MOW5,Jebao,Jebao,,1750.0,1366.0,4.0,0.0
Generador de olas MOW3,Jebao,Jebao,,1500.0,1108.0,2.0,0.0
Generador de olas MOW22,Jebao,Jebao,,3200.0,2455.0,2.0,0.0
Generador de olas MOW16,Jebao,Jebao,,2500.0,1920.0,0.0,0.0
Generador de olas MCP70,Jebao,Jebao,,2350.0,1886.0,0.0,0.0
Generador de olas MCP150,Jebao,Jebao,,3250.0,2574.0,0.0,0.0
Dosificadora MD-4.4,Jebao,Jebao,,2400.0,1248.0,4.0,0.0
Dosificadora DP4,Jebao,Jebao,,1700.0,1150.0,-3.0,0.0
Bomba de retorno MDP 8500,Jebao,Jebao,,3500.0,1788.0,0.0,1.0
Bomba de retorno MDP 6000,Jebao,Jebao,,2700.0,1644.0,0.0,2.0
Bomba de retorno MDP 3500,Jebao,Jebao,,2300.0,1622.0,0.0,2.0
Bomba de retorno MDP 2500,Jebao,Jebao,,1700.0,1090.0,0.0,2.0
Bomba de retorno MDP 10000,Jebao,Jebao,,3800.0,2518.0,1.0,1.0
Bomba de retorno DCP 20000,Jebao,Jebao,,5600.0,3775.0,1.0,1.0
Bomba de retorno DCP 15000,Jebao,Jebao,,4500.0,3238.0,2.0,1.0
Bomba de retorno DCA 4000,Coral Box,Coral Box,,1950.0,1150.0,0.0,0.0
Aqua Basis plus 5l,JBL,JBL,4014162202109,400.0,280.0,0.0,0.0
Aqua Basis plus 2.5l,JBL,JBL,4014162202123,250.0,176.0,-5.0,0.0
Válvula de autorrelleno,Ista,Ista,4719856839929,250.0,165.0,-1.0,0.0
Termometro 18cm,Ista,Ista,4719856836317,120.0,75.0,0.0,0.0
Snail trap,Ista,Ista,4719856835570,150.0,110.0,2.0,0.0
Rasqueta 3 en 1,Ista,Ista,4719856839042,250.0,165.0,4.0,0.0
Planaria trap,Ista,Ista,4719859037254,330.0,220.0,0.0,0.0
Ista Valvula check,Ista,Ista,4719856835778,75.0,45.0,0.0,0.0
Ista Plato alimentador,Ista,Ista,4719859037247,80.0,50.0,0.0,0.0
Ista Indicador de CO2,Ista,Ista,4719856835068,200.0,135.0,-1.0,0.0
Glass CO2 diffuser,Ista,Ista,4719856835617,800.0,600.0,2.0,0.0
External heater 500w,Ista,Ista,4719856836164,1800.0,1200.0,1.0,0.0
External heater 300w,Ista,Ista,4719856836157,1500.0,1000.0,-1.0,0.0
Coral glue  4gr,Ista,Ista,4719856838120,50.0,22.0,-46.0,5.0
CO2 cilinder 1l,Ista,Ista,4719856835945,2500.0,1700.0,1.0,0.0
IO Reef crystal 1kg,Instant ocean,Instant ocean,,90.0,50.0,0.0,0.0
IO Reef crystal 6.3kg,Instant ocean,Instant ocean,051378018005,600.0,480.0,-3.0,0.0
IO Reef crystal 20.3kg,Instant ocean,Instant ocean,051378017060,1530.0,1224.0,0.0,0.0
Instant ocean 6.3kg - 50gal,Instant ocean,Instant ocean,,365.0,303.0,-1.0,0.0
Instant ocean 25kg - 200 Gal,Instant ocean,Instant ocean,051378014021,1500.0,885.0,-1.0,0.0
Instant ocean 20.3kg - 160gal,Instant ocean,Instant ocean,051378010023,1500.0,914.0,2.0,0.0
Spinstream,Innovative Marine,Innovative Marine,6940005102009,850.0,450.0,0.0,0.0
Pipeta 39in,IceCap,IceCap,851220007078,320.0,210.0,1.0,0.0
Pipeta 27in,IceCap,IceCap,851220007061,280.0,185.0,0.0,0.0
Pipeta 15in,IceCap,IceCap,851220007047,225.0,150.0,0.0,0.0
Membrana Hydrotek,Hydrotek,Hydrotek,100001538571,600.0,300.0,-15.0,0.0
Advanced soil shrimp 8l,Help,Help,4560191492399,800.0,543.0,-3.0,0.0
Advanced soil plants 8l,Help,Help,,800.0,543.0,-12.0,0.0
Reagente Hanna Phosphate LR,Hanna,Hanna,,450.0,280.0,-2.0,0.0
Hanna Reagente phosphorus ULR,Hanna,Hanna,,600.0,499.0,-1.0,0.0
Hanna Reagente phosphate PO4 ULR,Hanna,Hanna,,500.0,350.0,0.0,0.0
Hanna Reagente nitrate NO3 LR,Hanna,Hanna,,500.0,314.0,7.0,0.0
Hanna Reagente nitrate NO3 HR,Hanna,Hanna,,780.0,510.0,-3.0,0.0
Hanna Reagente KH,Hanna,Hanna,,600.0,300.0,-11.0,0.0
Hanna Reagente calcio,Hanna,Hanna,,900.0,650.0,1.0,0.0
Hanna Pluma de salinidad,Hanna,Hanna,,2600.0,1865.0,2.0,0.0
Hanna Pluma de pH,Hanna,Hanna,,1850.0,1300.0,0.0,0.0
Hanna Checker Phospate PO4 ULR,Hanna,Hanna,,1850.0,1549.0,-2.0,0.0
Hanna Checker phospate PO4 LR,Hanna,Hanna,,1950.0,1400.0,0.0,0.0
Hanna Checker Nitrate NO3 LR,Hanna,Hanna,,1800.0,1108.0,0.0,0.0
Hanna Checker Nitrate NO3 HR,Hanna,Hanna,,1950.0,1400.0,1.0,0.0
Hanna Checker Magnesium,Hanna,Hanna,,1950.0,1400.0,1.0,0.0
Hanna Checker Alkalinity,Hanna,Hanna,,1950.0,1400.0,-1.0,0.0
Hanna Checker Calcium,Hanna,Hanna,,1900.0,1669.0,1.0,0.0
Hanna Calibrador de salinidad,Hanna,Hanna,,50.0,35.0,20.0,0.0
Hanna Agua desionizada,Hanna,Hanna,,200.0,130.0,0.0,0.0
MF Cilindro de cerámica 5pz,Genérico,Genérico,,100.0,100.0,0.0,0.0
Valvula check,Genérico,Genérico,,100.0,30.0,1.0,0.0
Tijeras curvas,Genérico,Genérico,,175.0,110.0,7.0,0.0
Termostato HC 500w,Genérico,Genérico,6971316374410,2100.0,1400.0,0.0,0.0
Termostato HC-01 300w,Genérico,Genérico,6971316374465,1500.0,350.0,106.0,0.0
Termómetro T5,Genérico,Genérico,6971504405469,700.0,300.0,9.0,0.0
Termómetro T3,Genérico,Genérico,6971504401850,600.0,300.0,-1.0,0.0
Termómetro con alarma,Genérico,Genérico,,800.0,350.0,5.0,0.0
TDS económica,Genérico,Genérico,,250.0,100.0,-21.0,0.0
Switchera,Genérico,Genérico,,1200.0,800.0,-3.0,0.0
Rejilux 122x60cm,Genérico,Genérico,,390.0,265.0,-11.0,0.0
Refractómetro ATC,Genérico,Genérico,,500.0,185.0,26.0,0.0
Porta heramientas de acrílico,Genérico,Genérico,4712304648678,200.0,120.0,10.0,0.0
Pinzas recta,Genérico,Genérico,,150.0,55.0,-7.0,0.0
Piedra aireadorea M,Genérico,Genérico,,400.0,280.0,48.0,0.0
Piedra aireadorea G,Genérico,Genérico,,500.0,320.0,32.0,0.0
Piedra aireadorea Ch,Genérico,Genérico,,350.0,230.0,20.0,0.0
Canutillo,Genérico,Genérico,,30.0,7.0,1128.0,0.0
K1 1L Blanco,Genérico,Genérico,,80.0,15.0,0.0,0.0
MF Esfera mini 30pz,Genérico,Genérico,,120.0,120.0,0.0,0.0
Lock Line Eco Media,Genérico,Genérico,,200.0,120.0,-25.0,0.0
Lock Line Conector 3/4,Genérico,Genérico,,150.0,100.0,0.0,0.0
Lock Line Conector 1/2,Genérico,Genérico,,120.0,80.0,0.0,0.0
Lock line Boca de Pato 3/4,Genérico,Genérico,,350.0,200.0,-11.0,0.0
Lock Line Boca de Pato 1/2,Genérico,Genérico,,250.0,150.0,0.0,0.0
Foco Hidropónico,Genérico,Genérico,,250.0,120.0,14.0,0.0
UV lamp 11w,NO.1,NO.1,,600.0,330.0,53.0,0.0
MF Esponja 12D,Genérico,Genérico,,200.0,175.0,-6.0,0.0
Cuenta burbujas,Genérico,Genérico,,100.0,30.0,24.0,0.0
Cube purification,NO.1,NO.1,,350.0,104.0,32.0,0.0
Crystal pot,Genérico,Genérico,,250.0,100.0,2.0,0.0
Costal red,Genérico,Genérico,,60.0,30.0,-1.0,0.0
Tiny CO2 diffuser,Genérico,Genérico,6975017510894,200.0,90.0,-1.0,0.0
Calcetin sin aro 47x27,Genérico,Genérico,,200.0,87.0,-7.0,0.0
Calcetin sin aro 40X17,Genérico,Genérico,,180.0,87.0,-9.0,0.0
Calcetin sin aro 30X17,Genérico,Genérico,,120.0,55.0,0.0,0.0
Calcetin sin aro 25x13,Genérico,Genérico,,100.0,40.0,-8.0,0.0
Bulkhead con rosca interna 3/4',Genérico,Genérico,,186.0,162.0,-113.0,0.0
Bulkhead con rosca interna 2',Genérico,Genérico,,280.0,200.0,2.0,0.0
Bulkhead con rosca interna 1/2',Genérico,Genérico,,135.0,90.0,-52.0,0.0
Bulkhead con rosca interna 1',Genérico,Genérico,,165.0,117.0,0.0,0.0
Bulkhead con rosca interna 1 1/2',Genérico,Genérico,,280.0,160.0,-13.0,0.0
Fluvalflex 34l,Fluval,Fluval,015561150040,3000.0,2400.0,0.0,0.0
Fluval FX6,Fluval,Fluval,015561102193,9400.0,7520.0,0.0,0.0
Fluval FX4,Fluval,Fluval,015561102148,6900.0,5520.0,-1.0,0.0
Fluval 107,Fluval,Fluval,015561104401,2900.0,2280.0,0.0,0.0
Fluval 106,Fluval,Fluval,015561102025,2700.0,2080.0,0.0,0.0
Repuesto de Flipper Nano,Flipper,Flipper,748252089410,440.0,280.0,0.0,0.0
Repuesto de Flipper Max,Flipper,Flipper,748252426826,550.0,381.0,1.0,0.0
Repuesto de Flipper estandar,Flipper,Flipper,636045990251,440.0,280.0,-1.0,0.0
"Rasqueta platinum 10""",Flipper,Flipper,,400.0,280.0,0.0,0.0
"Flipper Lupa nano 3""",Flipper,Flipper,652043949343,800.0,466.0,-1.0,0.0
"Flipper Lupa Max 5""",Flipper,Flipper,652043949404,1350.0,934.0,1.0,0.0
"Flipper Lupa 4""",Flipper,Flipper,652043949367,980.0,679.0,1.0,0.0
Flipper Float nano,Flipper,Flipper,023632144027,750.0,468.0,3.0,0.0
Flipper Float max,Flipper,Flipper,023632144041,2800.0,1800.0,-1.0,0.0
Flipper Float estandar,Flipper,Flipper,023632144034,1200.0,750.0,-3.0,0.0
Rotiferos 250ml Fitomix,FitoMix,FitoMix,,200.0,130.0,0.0,0.0
Fito 500ml Fitomix,FitoMix,FitoMix,,160.0,72.0,0.0,0.0
Fito 1l Fitomix,FitoMix,FitoMix,,300.0,150.0,0.0,0.0
Finnex Termostato 500w,Fineex,Fineex,850006562237,2400.0,890.0,0.0,0.0
Finnex Termostato 300w,Fineex,Fineex,850006562152,2300.0,750.0,0.0,0.0
Costalito XL,Feri,Feri,,35.0,14.0,26.0,0.0
Costalito CH,Feri,Feri,,20.0,9.0,13.0,0.0
DINO X 500ml,Fauna Marin,Fauna Marin,4260119451100,1050.0,745.0,2.0,0.0
Porta esferas de acrilico GD,El Taller,El Taller,,850.0,630.0,1.0,0.0
"Boquilla Pico de ornitorrinco 3/4""",El Taller,El Taller,,250.0,150.0,-1.0,0.0
"Boquilla Pico de ornitorrinco 1/2""",El Taller,El Taller,,150.0,90.0,0.0,0.0
"Boquilla Pato 3/4""",El Taller,El Taller,,280.0,168.0,10.0,0.0
"Boquilla Pato 1/2""",El Taller,El Taller,,180.0,108.0,5.0,0.0
"Boquilla Corrientes aleatorias 3/4""",El Taller,El Taller,,380.0,228.0,7.0,0.0
"Boquilla Corrientes aleatorias 1/2""",El Taller,El Taller,,280.0,168.0,0.0,0.0
"Boquilla Corriente fuerte 3/4""",El Taller,El Taller,,350.0,210.0,6.0,0.0
"Boquilla  Corriente fuerte 1/2""",El Taller,El Taller,,250.0,150.0,2.0,0.0
"Boquilla Corrientes tranquilas 3/4""",El Taller,El Taller,,350.0,210.0,10.0,0.0
"Boquilla Corrientes tranquilas 1/2""",El Taller,El Taller,,240.0,144.0,1.0,0.0
Artemiero kit,El Taller,El Taller,,700.0,420.0,1.0,0.0
Artemiero,El Taller,El Taller,,600.0,360.0,3.0,0.0
Alga scrubber 700l M,El Taller,El Taller,,1200.0,960.0,1.0,0.0
Alga scrubber 300l Ch,El Taller,El Taller,,800.0,640.0,2.0,0.0
Alga scrubber 1000l G,El Taller,El Taller,,1600.0,1280.0,0.0,0.0
Eheim Termostato 300w,Eheim,Eheim,720686361591,1150.0,750.0,4.0,0.0
Eheim Termostato 200w,Eheim,Eheim,720686361393,1050.0,720.0,7.0,2.0
Eheim Termostato 100w,Eheim,Eheim,720686361362,950.0,615.0,5.0,0.0
Radion XR15 blue,Ecotech,Ecotech,653341194725,9200.0,7840.0,-7.0,0.0
RMS XR15,Ecotech,Ecotech,653341193322,2500.0,1762.11,-4.0,0.0
Radion XR15 pro,Ecotech,Ecotech,653341194626,9200.0,7840.0,0.0,0.0
Vortech MP40,Ecotech,Ecotech,653341197023,8900.0,7989.0,-6.0,0.0
Masstick 80g,Easy Reefs,Easy Reefs,8437007983760,750.0,435.0,-1.0,0.0
Masstick 42g,Easy Reefs,Easy Reefs,8437007983036,550.0,300.0,1.0,0.0
Masstick 40g,Easy Reefs,Easy Reefs,8437007983753,450.0,258.0,14.0,0.0
Masstick 14,Easy Reefs,Easy Reefs,8437007983098,230.0,100.0,-7.0,0.0
Easy sps Evo 25,Easy Reefs,Easy Reefs,8437007983739,800.0,472.0,0.0,0.0
Easy SPS 20g,Easy Reefs,Easy Reefs,8437007983593,450.0,318.0,0.0,0.0
Easy Roti 250,Easy Reefs,Easy Reefs,8437007983074,750.0,502.0,0.0,0.0
Easy LPS 800 30gr,Easy Reefs,Easy Reefs,8437007983630,580.0,370.0,0.0,0.0
Easy booster nano 250ml,Easy Reefs,Easy Reefs,8437007983616,500.0,310.0,-2.0,0.0
Easy Booster 25ml,Easy Reefs,Easy Reefs,,1000.0,541.0,-1.0,0.0
DK1 Marine 70g,Easy Reefs,Easy Reefs,8437007983395,340.0,235.0,-4.0,0.0
DK1 Marine 50g,Easy Reefs,Easy Reefs,8437007983401,290.0,199.0,0.0,0.0
DK1 Marine 150g,Easy Reefs,Easy Reefs,8437007983418,650.0,465.0,-4.0,0.0
Tijera curva,Dymax,Dymax,8885009366034,570.0,375.0,1.0,0.0
Prolite 4.8l,Dymax,Dymax,8885009364443,400.0,260.0,0.0,0.0
Pinza recta,Dymax,Dymax,8885009366003,200.0,135.0,0.0,0.0
Lily pipe Skimmer  1216,Dymax,Dymax,8885009365914,2000.0,1350.0,1.0,0.0
Lily pipe Dymax 1216,Dymax,Dymax,8885009365877,1150.0,775.0,1.0,0.0
dymax gs45,Dymax,Dymax,,3750.0,2500.0,1.0,0.0
Cepillo de mangueras hose pipe brushs,Dymax,Dymax,8885009365952,190.0,125.0,-1.0,0.0
Biomax 1l,Dymax,Dymax,8885009363606,600.0,400.0,1.0,0.0
Tijera recta,Dymax,Dymax,8885009366027,500.0,340.0,1.0,0.0
Tijera doble curva,Dymax,Dymax,8885009366041,700.0,475.0,0.0,0.0
Antiamonnia rock,Dymax,Dymax,8885009362357,180.0,115.0,1.0,0.0
Waste away 946ml,Dr. Tims,Dr. Tims,,1100.0,465.0,0.0,0.0
Waste away 475ml,Dr. Tims,Dr. Tims,,600.0,375.0,0.0,0.0
Waste away 240ml,Dr. Tims,Dr. Tims,,450.0,255.0,1.0,0.0
Waste away 120ml,Dr. Tims,Dr. Tims,,250.0,160.0,1.0,0.0
One and only 60ml,Dr. Tims,Dr. Tims,,450.0,280.0,0.0,0.0
One and only 240ml,Dr. Tims,Dr. Tims,,1100.0,655.0,0.0,0.0
One and only 120ml,Dr. Tims,Dr. Tims,,850.0,495.0,0.0,0.0
Cloruro de amonio 60ml,Dr. Tims,Dr. Tims,,100.0,50.0,0.0,0.0
Cloruro de amonio 120ml,Dr. Tims,Dr. Tims,,150.0,77.0,1.0,0.0
Shrimp tank dennerle,Dennerle,Dennerle,4001615030846,5500.0,4500.0,1.0,0.0
Shrimp king color 35g,Dennerle,Dennerle,4001615060751,550.0,450.0,-1.0,0.0
DeponitMix professional 9 en 1 2.4kg,Dennerle,Dennerle,4001615045956,600.0,450.0,2.0,0.0
Rowa phos 500g,DD Aquarium solution,DD Aquarium solution,4032974404054,850.0,530.0,5.0,0.0
Rowa phos 250g,DD Aquarium solution,DD Aquarium solution,4032974404023,520.0,369.0,-1.0,0.0
Rowa phos 1kg,DD Aquarium solution,DD Aquarium solution,4032974404108,1200.0,922.0,-1.0,0.0
Rowa Phos 100g,DD Aquarium solution,DD Aquarium solution,4032974404016,350.0,220.0,0.0,0.0
Aragonita Granel kg,CoraPet,CoraPet,,70.0,35.0,0.0,0.0
Coral box Reactor PR80,Coral Box,Coral Box,,1600.0,850.0,4.0,0.0
Porta Calcetín Coralbox D105-K,Coral Box,Coral Box,,500.0,280.0,3.0,0.0
Skimmer D150 plus,Coral Box,Coral Box,,1800.0,990.0,6.0,0.0
Skimmer D700 plus,Coral Box,Coral Box,,6500.0,4400.0,0.0,0.0
Skimmer D500 plus,Coral Box,Coral Box,,5500.0,3450.0,1.0,0.0
Skimmer D300 plus,Coral Box,Coral Box,,4500.0,2750.0,0.0,0.0
Skimmer Cloud 9,Coral Box,Coral Box,,8000.0,5700.0,0.0,0.0
Porta mangueras,Coral Box,Coral Box,,350.0,100.0,6.0,0.0
Moon LED,Coral Box,Coral Box,,4100.0,2590.0,-2.0,0.0
Magnet scraper,Coral Box,Coral Box,,750.0,294.0,3.0,0.0
Lupa Portal,Coral Box,Coral Box,,1600.0,830.0,6.0,0.0
Lámpara AS80,Coral Box,Coral Box,,1950.0,1180.0,1.0,0.0
Holder - Porta mangueras y probetas,Coral Box,Coral Box,,500.0,270.0,-2.0,0.0
Generador de olas RN1 Reverse nano,Coral Box,Coral Box,,2200.0,1520.0,0.0,0.0
Generador de olas QPS9,Coral Box,Coral Box,,2200.0,1290.0,-1.0,0.0
Generador de olas QPS5,Coral Box,Coral Box,,1800.0,1050.0,5.0,0.0
Generador de olas QPS16,Coral Box,Coral Box,,2700.0,1550.0,2.0,0.0
Dosificadora WF04,Coral Box,Coral Box,,3600.0,2150.0,2.0,0.0
Dosificadora WF01,Coral Box,Coral Box,,1600.0,1125.0,0.0,0.0
Coral Box Base para dosificadora,Coral Box,Coral Box,,700.0,412.0,2.0,0.0
Autorrellenador Coral Box ATO N50,Coral Box,Coral Box,,1050.0,650.0,3.0,0.0
Coral Box ATO A100 parts,Coral Box,Coral Box,,130.0,130.0,4.0,0.0
Autorrellenador Coral Box ATO A100,Coral Box,Coral Box,,1450.0,950.0,5.0,0.0
Bateria de Respaldo Coral Box V2,Coral Box,Coral Box,,2900.0,1700.0,0.0,0.0
Pipeta Coral Box Blister,Coral Box,Coral Box,,300.0,190.0,9.0,0.0
Contenedor para dosificadora triple 4.5l DT 45,Coral Box,Coral Box,,1250.0,462.0,1.0,0.0
Contenedor para dosificadora 1.5l,Coral Box,Coral Box,,500.0,250.0,0.0,0.0
Calcetin nylon 7in,Coral Box,Coral Box,,200.0,100.0,-5.0,0.0
Calcetin nylon 4in,Coral Box,Coral Box,,150.0,60.0,-19.0,0.0
Bomba de skimmer DCA 3000,Coral Box,Coral Box,,2350.0,1375.0,0.0,0.0
Bomba de skimmer DCA 2000,Coral Box,Coral Box,,2150.0,1265.0,0.0,0.0
Bomba de skimmer DCA 1200,Coral Box,Coral Box,,2000.0,1255.0,0.0,0.0
Bomba de retorno DCA12000,Coral Box,Coral Box,,3850.0,2260.0,1.0,0.0
Bomba de retorno DCA 1200,Coral Box,Coral Box,,1500.0,950.0,8.0,0.0
Bomba de retorno DCA 9000,Coral Box,Coral Box,,3350.0,1950.0,0.0,0.0
Bomba de retorno DCA 6000,Coral Box,Coral Box,,2950.0,1650.0,0.0,0.0
Bomba de retorno DCA 3000,Coral Box,Coral Box,,1900.0,1678.0,0.0,0.0
Bomba de retorno DCA 2000,Coral Box,Coral Box,,1650.0,980.0,0.0,0.0
WRGB hanging rope kits,Chihiros,Chihiros,,250.0,160.0,1.0,0.0
Tijeras S,Chihiros,Chihiros,,480.0,320.0,1.0,0.0
Tijeras rectas,Chihiros,Chihiros,,310.0,220.0,2.0,0.0
Tijeras curvas,Chihiros,Chihiros,,310.0,220.0,1.0,0.0
Shade vivid mini pendant,Chihiros,Chihiros,,800.0,560.0,1.0,0.0
Shade vivid mini brazo,Chihiros,Chihiros,,750.0,500.0,0.0,0.0
Shade Vivid 2,Chihiros,Chihiros,,820.0,382.0,0.0,0.0
Shade 60cm,Chihiros,Chihiros,,910.0,650.0,0.0,0.0
Shade 45cm,Chihiros,Chihiros,,750.0,536.0,1.0,1.0
Shade 30cm,Chihiros,Chihiros,,645.0,460.0,1.0,0.0
Reactor para Doctor mate,Chihiros,Chihiros,33010015,460.0,300.0,0.0,0.0
Rasqueta Chihiros De Acero,Chihiros,Chihiros,,500.0,256.0,7.0,0.0
Poppy Type M,Chihiros,Chihiros,33121216,500.0,364.0,2.0,0.0
Plant glass pot,Chihiros,Chihiros,,220.0,154.0,-7.0,0.0
Pipes brush,Chihiros,Chihiros,,220.0,118.0,8.0,0.0
Micro Fiber Towel 70x140cm,Chihiros,Chihiros,34070140,250.0,160.0,0.0,0.0
Micro Fiber Towel 35x70cm,Chihiros,Chihiros,,150.0,80.0,0.0,0.0
Clear hose 16-22mm - Manguera,Chihiros,Chihiros,6974333540608,350.0,244.0,0.0,0.0
Clear hose 12-16mm - Manguera,Chihiros,Chihiros,6974333540592,390.0,244.0,1.0,1.0
Magnetic light + base + glass air,Chihiros,Chihiros,6974333541414,3000.0,2010.0,5.0,0.0
Magnetic light + base,Chihiros,Chihiros,6974333541247,1800.0,1218.0,1.0,0.0
Magnetic light,Chihiros,Chihiros,6974333541322,1200.0,710.0,3.0,0.0
Lily Pipe M,Chihiros,Chihiros,33131216,680.0,422.0,2.0,0.0
Lily Pipe L,Chihiros,Chihiros,33131622,720.0,450.0,1.0,0.0
WRGBII Slim 90cm,Chihiros,Chihiros,,6750.0,4500.0,4.0,0.0
WRGBII slim 60 cm,Chihiros,Chihiros,,4000.0,2500.0,1.0,0.0
